"tournament_name","tournament_country_code","date_start","date_end","round_code","category_code","red_id","red_first_name","red_last_name","red_nationality_code","red_birth_date","blue_id","blue_first_name","blue_last_name","blue_nationality_code","blue_birth_date","winner_athlete_id","red_score","red_penalties","blue_score","blue_penalties","red_score_order","blue_score_order","fight_time"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","SFL","SAMMADT79","2791","Ivan","HARKOV","BUL","1996-12-09","120","Artur","AKOPYAN","ARM","1996-12-09","2791",6,0,0,0,"1-4-1",NULL,"300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","QFL","SAMMADT58","5655","Karen","SARGSYAN","ARM","2001-09-26","10396","Demacon","LUCAS","FRA","2001-09-26","5655",9,0,0,1,"1-4-2-2",NULL,"116028"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","SFL","CSMWADT59","6370","Kseniia","SALNIKOVA","RUS","1999-07-24","1674","Khrystyna","BONDAR","ROU","1999-07-24","1674",0,1,0,0,NULL,NULL,"300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","SFL","SAMMADT71","554","Roman","TRUSH","UKR","2001-03-16","5694","Karlen","MAHINYAN","ARM","2001-03-16","5694",2,0,2,0,"2","2","300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","QFL","SAMMADT71","11489","Ivan","AGAFONOV","RUS","2000-07-16","11442","Oljobai","KUIKONOV","KGZ","2000-07-16","11489",0,0,0,1,NULL,NULL,"196010"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","QFL","CSMWADT59","11490","Nina","SERDIUK","RUS","2002-11-15","11414","Shakhzoda","AZATOVA","UZB","2002-11-15","11490",1,2,1,1,"1",NULL,"300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","SFL","SAMMADT88","11458","Khozhiakbar","SAIDOV","RUS","1999-08-25","5937","Vahagn","CHALYAN","ARM","1999-08-25","11458",8,0,1,0,"2-4-2","1","300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","QFL","CSMWADT59","6370","Kseniia","SALNIKOVA","RUS","1999-07-24","9033","Yelizaveta","LAPAYEVA","BLR","1999-07-24","6370",3,1,2,3,"1","2","300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","QFL","SAMMADT88","11396","Askarbek","AVGANOV","UZB","1999-10-13","11458","Khozhiakbar","SAIDOV","RUS","1999-10-13","11458",0,0,1,0,NULL,"1","284997"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","R16","SAMMADT64","7587","Dimitar","STOYANOV","BUL","1997-03-24","11389","Azam","RASHIDOV","UZB","1997-03-24","11389",0,0,8,1,NULL,"4-2-2","117708"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","R16","SAMMADT58","519","Andrii","LAISHCHUK","UKR","2000-07-16","5966","Kharun","TLISHEV","RUS","2000-07-16","5966",0,0,8,0,NULL,"2-4-2","111857"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","BR2","SAMMADT58","3124","Kaiyrberdi","AIDYNBAY","KAZ","1997-11-25","11439","Eduard","MURADIAN","RUS","1997-11-25","11439",0,1,0,0,NULL,NULL,"300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","BR1","SAMMADT79","2814","Ludovic","CAVALLERA","FRA","1989-02-07","120","Artur","AKOPYAN","ARM","1989-02-07","120",0,0,0,0,NULL,NULL,"40715"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","FNL","SAMMADT98","11459","Daler","MIHALEV","RUS","2001-08-09","10776","Dmitrii","TORGASHOV","RUS","2001-08-09","10776",0,0,0,0,NULL,NULL,"91345"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","RP1","SAMMADT79","3551","Bohdan","TSYSAR","UKR","2003-11-02","2814","Ludovic","CAVALLERA","FRA","2003-11-02","2814",0,0,8,0,NULL,"4-4","178303"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","BR1","SAMMADT98","5707","Siarhei","LESIAK","BLR","1993-01-16","11465","Arman","YESAYAN","ARM","1993-01-16","5707",1,0,0,1,"1",NULL,"300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","SFL","SAMMADT98","10776","Dmitrii","TORGASHOV","RUS","1993-03-16","491","Grigor","BEKNAZARYAN","ARM","1993-03-16","10776",0,0,0,0,NULL,NULL,"27403"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","SFL","SAMMADT79","7966","Boris","SHATVERYAN","ARM","1999-02-12","7821","Stanislav","SKRYABIN","RUS","1999-02-12","7821",0,2,3,1,NULL,"2","300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","QFL","SAMMADT79","7821","Stanislav","SKRYABIN","RUS","1988-12-18","3131","Aliaksandr","KOKSHA","BLR","1988-12-18","7821",0,0,0,1,NULL,NULL,"300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","BR1","SAMMADT58","519","Andrii","LAISHCHUK","UKR","2000-07-16","5655","Karen","SARGSYAN","ARM","2000-07-16","5655",5,3,12,0,"1-4","2-2-2-2-2","300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","QFL","SAMMADT88","11403","Stanislav","SERHIICHUK","UKR","2000-07-14","11456","David","OGANISIAN","RUS","2000-07-14","11456",0,0,2,0,NULL,"2","300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","RP1","SAMMADT71","11404","Ohanes","AMIRIAN","UKR","2003-10-21","11442","Oljobai","KUIKONOV","KGZ","2003-10-21","11404",5,1,0,0,"1-4",NULL,"300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","QFL","SAMMADT88","5937","Vahagn","CHALYAN","ARM","1998-05-02","3038","Gheorghe","BODIRLAU","ROU","1998-05-02","5937",0,0,0,1,NULL,NULL,"300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","QFL","SAMMADT79","2791","Ivan","HARKOV","BUL","1996-12-09","2814","Ludovic","CAVALLERA","FRA","1996-12-09","2791",1,0,0,2,NULL,NULL,"300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","QFL","SAMMADT64","9487","Narek","DALLAKYAN","ARM","1999-06-09","5701","Masud","QUQANSHOEV","TJK","1999-06-09","9487",5,1,0,1,"4-1",NULL,"300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","QFL","SAMMADT79","11488","Ivan","PAKHOMOV","RUS","1994-10-04","120","Artur","AKOPYAN","ARM","1994-10-04","120",0,0,1,0,NULL,"1","300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","QFL","SAMMADT71","5694","Karlen","MAHINYAN","ARM","2000-03-17","11337","Vasil","SMILYANOV","BUL","2000-03-17","5694",4,0,0,0,"4",NULL,"60189"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","QFL","SAMMADT64","5704","Ihar","MIRAYEUSKI","BLR","2004-10-08","11482","Vladimir","MNATSAKANIAN","RUS","2004-10-08","11482",0,0,4,0,NULL,"4","300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","QFL","SAMMADT71","2030","Uladzislau","SAYAPIN","BLR","1995-05-08","11464","Davit","ABRAHAMYAN","ARM","1995-05-08","2030",2,0,0,0,"2",NULL,"300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","QFL","SAMMADT58","5966","Kharun","TLISHEV","RUS","1999-11-15","7630","Stefano","AVELLA","ITA","1999-11-15","5966",8,0,0,1,"2-2-2-2",NULL,"127401"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","QFL","SAMMADT98O","7729","Aleksei","MERZLIKIN","RUS","1993-10-13","5713","Ilya","ZHUPIKAU","BLR","1993-10-13","7729",3,2,1,2,"2",NULL,"300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","QFL","SAMMADT64","10344","Artur","MANUKYAN","ARM","1998-08-03","11463","Yuri","AHARONYAN","RST","1998-08-03","10344",8,0,0,1,"4-4",NULL,"107009"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","QFL","SAMMADT98O","858","Davit","HARUTYUNYAN","ARM","2001-05-04","2998","Ilie","NATEA","ROU","2001-05-04","858",12,1,10,0,"4-4-4","2-4-2-2","300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","QFL","SAMMADT98O","2001","Dzmitry","KHAKHLOU","BLR","1999-02-06","420","Arman","MANUKYAN","ARM","1999-02-06","2001",1,0,1,0,"1","1","300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","R16","SAMMADT88","481","Gor","HARUTYUNYAN","ARM","2002-08-15","7768","Uladzislau","NORKA","BLR","2002-08-15","7768",0,0,8,0,NULL,"4-2-2","235824"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","SFL","SAMMADT98","11459","Daler","MIHALEV","RUS","2001-08-09","11465","Arman","YESAYAN","ARM","2001-08-09","11459",5,0,0,0,"1-4",NULL,"300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","QFL","SAMMADT98O","5084","Alieksiei","MOISIEIEV","UKR","1998-04-08","11432","Akim","MISHUNIN","RUS","1998-04-08","5084",7,2,4,2,"2-4","1-2","300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","R16","SAMMADT88","11396","Askarbek","AVGANOV","UZB","1999-10-13","8402","Uladzimir","BATRAKOU","BLR","1999-10-13","11396",0,0,0,1,NULL,NULL,"300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","QFL","SAMMADT58","2848","Tigran","KIRAKOSYAN","ARM","1991-04-05","11439","Eduard","MURADIAN","RUS","1991-04-05","11439",2,0,0,4,NULL,NULL,"108241"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","R16","SAMMADT58","2848","Tigran","KIRAKOSYAN","ARM","1991-04-05","6383","Kimal","OBOLBEKOV","KGZ","1991-04-05","2848",2,0,0,0,"1-1",NULL,"300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","R16","SAMMADT71","11446","Rasul","NASH","RUS","2004-07-05","4616","Uladzislau","MARDUSEVICH","BLR","2004-07-05","11446",5,0,0,2,"4",NULL,"300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","R16","SAMMADT58","11383","Askar","YESPUSSINOV","KAZ","1999-07-07","5655","Karen","SARGSYAN","ARM","1999-07-07","5655",0,2,1,0,NULL,NULL,"300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","BR1","SAMMADT64","11463","Yuri","AHARONYAN","RST","2001-12-19","11389","Azam","RASHIDOV","UZB","2001-12-19","11389",0,0,0,0,NULL,NULL,"30684"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","R16","SAMMADT79","2791","Ivan","HARKOV","BUL","1996-12-09","3551","Bohdan","TSYSAR","UKR","1996-12-09","2791",8,0,0,1,"1-4-1-2",NULL,"193416"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","R16","SAMMADT71","11489","Ivan","AGAFONOV","RUS","2000-07-16","11404","Ohanes","AMIRIAN","UKR","2000-07-16","11489",0,0,0,1,NULL,NULL,"300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","QFL","SAMMADT98","5707","Siarhei","LESIAK","BLR","1993-01-16","11459","Daler","MIHALEV","RUS","1993-01-16","11459",0,1,3,0,NULL,"1-2","300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","QFL","SAMMADT58","4748","David","HOVSEPYAN","ARM","2001-01-29","3124","Kaiyrberdi","AIDYNBAY","KAZ","2001-01-29","4748",0,0,0,1,NULL,NULL,"300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","RP1","SAMMADT58","519","Andrii","LAISHCHUK","UKR","2000-07-16","7630","Stefano","AVELLA","ITA","2000-07-16","519",7,0,5,3,"1-4","1-4","300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","FNL","CSMMADT98O","5947","Mikhail","KASHURNIKOV","RUS","1998-01-11","11460","Gasan","KHARKHACHAEV","RUS","1998-01-11","5947",2,3,2,4,NULL,NULL,"176288"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","FNL","CSMMADT88","549","Petro","DAVYDENKO","UKR","1996-07-03","5240","Sokhibjon","KHASANBOEV","UZB","1996-07-03","549",8,2,5,1,"4-4","4","300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","FNL","CSMMADT79","11395","Musokhon","ZIYADINOV","UZB","2001-06-02","1675","Vladyslav","RUDNIEV","UKR","2001-06-02","1675",0,0,3,0,NULL,"2-1","300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","FNL","SAMWADT59","7776","Alena","ALEKHINA","RUS","2005-01-03","4626","Ekaterina","TSYBERT","RUS","2005-01-03","4626",0,1,2,1,NULL,"1-1","300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","FNL","SAMWADT54","1957","Dziyana","KHAKHLOVA","BLR","2002-07-05","11454","Elizaveta","KHACHIKOVA","RUS","2002-07-05","11454",0,0,8,0,NULL,"2-4-2","154166"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","FNL","SAMWADT80","510","Halyna","KOVALSKA","UKR","1996-08-11","3512","Elena","ALLENOVA","RUS","1996-08-11","3512",0,0,0,0,NULL,NULL,"79179"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","FNL","SAMWADT50","10608","Oksana","SUROVTSEVA","RUS","2001-09-20","10891","Aliia","MUKHAMETIANOVA","RUS","2001-09-20","10608",0,0,0,1,NULL,NULL,"300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","FNL","CSMMADT98","11380","Ozodbek","MUROTOV","UZB","2000-09-01","423","Arman","AVANESYAN","ARM","2000-09-01","11380",7,2,5,1,"4-2-1","4","300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","BR2","SAMWADT54","8545","Ani","MARTIROSYAN","ARM","2004-05-21","9158","Cristina","BLANARU","ROU","2004-05-21","9158",0,1,6,0,NULL,"1-4-1","300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","SFL","SAMWADT80O","1953","Valeryia","LIUYUDZIAN (KHRUSHCHOVA)","BLR","2002-12-20","3506","Albina","CHOLOMBITKO","RUS","2002-12-20","3506",0,0,8,0,NULL,"4-4","166007"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","BR1","SAMWADT80","797","Katerina","MOSKALOVA","ROU","1998-02-14","5749","Olga","LIKHOTA","RUS","1998-02-14","5749",0,0,0,0,NULL,NULL,"0"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","SFL","SAMWADT54","11454","Elizaveta","KHACHIKOVA","RUS","2004-05-01","9158","Cristina","BLANARU","ROU","2004-05-01","11454",8,0,0,0,"1-4-2-1",NULL,"206853"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","SFL","SAMWADT50","516","Mariia","BUIOK","UKR","1990-04-07","10891","Aliia","MUKHAMETIANOVA","RUS","1990-04-07","10891",0,1,0,1,NULL,NULL,"300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","SFL","CSMMADT98O","11460","Gasan","KHARKHACHAEV","RUS","1996-11-12","7961","Norik","KHURSHUDYAN","ARM","1996-11-12","11460",2,0,0,0,"2",NULL,"55311"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","FNL","CSMMADT71","11450","Ibragim","KORTOEV","RUS","2003-12-24","550","Andrii","KUCHERENKO","UKR","2003-12-24","550",0,0,0,0,NULL,NULL,"74133"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","SFL","CSMMADT71","550","Andrii","KUCHERENKO","UKR","1998-03-30","11457","Vasak","BARSEGHYAN","RST","1998-03-30","550",8,0,0,0,"4-4",NULL,"97728"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","SFL","CSMMADT64","11413","Islomjon","OLIMJONOV","UZB","1999-10-12","11451","Takhir","TOKAREV","RUS","1999-10-12","11451",0,1,11,0,NULL,"1-2-4-4","152223"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","SFL","CSMMADT88","5240","Sokhibjon","KHASANBOEV","UZB","2000-11-08","8803","Avetik","POGHOSYAN","ARM","2000-11-08","5240",5,0,1,4,"1-1-1","1","279005"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","QFL","CSMMADT98O","11460","Gasan","KHARKHACHAEV","RUS","1996-11-12","555","Razmik","TONOIAN","UKR","1996-11-12","11460",2,1,4,1,"2","2-2","148977"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","SFL","SAMWADT80","510","Halyna","KOVALSKA","UKR","1996-08-11","5749","Olga","LIKHOTA","RUS","1996-08-11","510",6,0,0,0,"1-1-1-2-1",NULL,"300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","SFL","CSMMADT98O","10484","Delian","ALISHAHI","BUL","1998-07-21","5947","Mikhail","KASHURNIKOV","RUS","1998-07-21","5947",0,2,8,0,NULL,"2-1-4","111170"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","SFL","SAMWADT59","610","Sofiia","BORDINSKYKH","UKR","2003-09-07","4626","Ekaterina","TSYBERT","RUS","2003-09-07","4626",3,3,2,0,"2-1",NULL,"235590"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","SFL","CSMMADT98","423","Arman","AVANESYAN","ARM","1999-11-24","11399","Nazar","SHYPKA","UKR","1999-11-24","423",10,0,0,0,"2-4-4",NULL,"185922"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","QFL","CSMMADT88","5240","Sokhibjon","KHASANBOEV","UZB","2000-11-08","11398","Pavlo","PINZUL","UKR","2000-11-08","5240",11,0,0,0,"1-2-4-4",NULL,"126746"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","QFL","CSMMADT98O","11467","Erik-gor","HAMZOYAN","ARM","2000-10-04","10484","Delian","ALISHAHI","BUL","2000-10-04","10484",7,2,1,0,"1-2-2-2",NULL,"161239"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","SFL","SAMWADT80O","3002","Bianca","PRODAN","ROU","2002-05-28","803","Anastasiia","KOMOVYCH","UKR","2002-05-28","803",0,4,2,1,NULL,NULL,"253944"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","QFL","CSMMADT88","1947","Yauheni","ALEKSIYEVICH","BLR","1990-02-28","549","Petro","DAVYDENKO","UKR","1990-02-28","549",0,0,9,0,NULL,"2-2-2-1-2","182562"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","SFL","SAMWADT59","1674","Khrystyna","BONDAR","ROU","1997-01-13","7776","Alena","ALEKHINA","RUS","1997-01-13","7776",0,0,5,0,NULL,"1-4","300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","SFL","SAMWADT50","10608","Oksana","SUROVTSEVA","RUS","2001-09-20","8821","Maria Amyulina","GUEDEZ","RST","2001-09-20","10608",4,0,3,2,"2-1","2-1","300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","BR2","SAMWADT59","1822","Ana-maria","VACULOVSCHI","MDA","1993-03-16","610","Sofiia","BORDINSKYKH","UKR","1993-03-16","1822",0,0,0,0,NULL,NULL,"0"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","SFL","CSMMADT98","11397","Yehor","LEONOV","UKR","2000-11-11","11380","Ozodbek","MUROTOV","UZB","2000-11-11","11380",0,0,4,0,NULL,"4","51323"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","QFL","CSMMADT98","11468","Zhora","TUMANYAN","ARM","1991-11-12","11380","Ozodbek","MUROTOV","UZB","1991-11-12","11380",0,1,4,0,NULL,"4","80426"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","SFL","CSMMADT64","5140","Saiak","BARAKANOV","KGZ","1994-09-05","1814","Aleksandr","VOROPAIEV","UKR","1994-09-05","1814",4,1,8,0,"4","2-2-1-2-1","300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","SFL","CSMMADT88","549","Petro","DAVYDENKO","UKR","1996-07-03","5629","David","KHACHATRUAN","RUS","1996-07-03","549",10,1,0,2,"1-4-4",NULL,"215236"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","QFL","CSMMADT98","11431","Magomed","MAGOMEDOV","RUS","1991-12-21","423","Arman","AVANESYAN","ARM","1991-12-21","423",1,1,6,2,NULL,"1-1-4","300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","QFL","CSMMADT98","9854","Beknazar","ZHEEMYRSAEV","KGZ","1999-10-13","11397","Yehor","LEONOV","UKR","1999-10-13","11397",0,0,10,1,NULL,"2-2-2-4","163745"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","QFL","CSMMADT71","4765","Maksym","DUDIAK","UKR","1997-11-11","11372","Sherbek","KHUJAMKULOV","UZB","1997-11-11","4765",15,0,6,2,"1-1-1-1-2-4-4","2-4","273221"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","SFL","SAMWADT54","11461","Diana","PISKOVETS","RUS","2004-12-23","1957","Dziyana","KHAKHLOVA","BLR","2004-12-23","1957",4,0,4,0,"4","4","166379"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","FNL","CSMMADT58","5624","Vladimir","LAMANOV","RUS","1992-11-20","7731","Valera","ERGALOV","RUS","1992-11-20","5624",0,0,0,0,NULL,NULL,"0"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","SFL","CSMMADT79","11405","Vasyl","IVONIAK","UKR","2001-11-24","11395","Musokhon","ZIYADINOV","UZB","2001-11-24","11395",3,2,13,1,"1-2","4-4-4","300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","QFL","SAMWADT50","8049","Anna","AYVAZYAN","ARM","2004-05-26","516","Mariia","BUIOK","UKR","2004-05-26","516",0,0,8,0,NULL,"2-4-2","165188"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","FNL","SAMWADT72","10892","Daria","KAZANTSEVA","RUS","2005-02-26","3040","Anastasia","FILIPPOVICH","RUS","2005-02-26","10892",1,0,1,0,"1","1","300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","QFL","CSMMADT58","3557","Andrii","MARMYL","UKR","2001-12-05","5624","Vladimir","LAMANOV","RUS","2001-12-05","5624",0,0,9,0,NULL,"1-4-4","109148"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","FNL","CSMWADT72","9156","Iana","POLIAKOVA","RUS","1995-07-05","11392","Madinabonu","SALOKHIDDINOVA","UZB","1995-07-05","9156",6,1,0,3,"4",NULL,"115890"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","FNL","SAMMADT79","2791","Ivan","HARKOV","BUL","1996-12-09","7821","Stanislav","SKRYABIN","RUS","1996-12-09","7821",0,1,0,1,NULL,NULL,"137161"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","FNL","CSMWADT59","1674","Khrystyna","BONDAR","ROU","1997-01-13","11490","Nina","SERDIUK","RUS","1997-01-13","1674",0,0,1,0,NULL,"1","187406"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","FNL","SAMMADT58","5966","Kharun","TLISHEV","RUS","1999-11-15","4748","David","HOVSEPYAN","ARM","1999-11-15","5966",0,0,0,1,NULL,NULL,"300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","SFL","CSMMADT79","1675","Vladyslav","RUDNIEV","UKR","1996-06-25","11053","Sargis","VARDANYAN","ARM","1996-06-25","1675",8,0,0,0,"4-4",NULL,"63305"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","BR1","SAMWADT54","7972","Arpine","MNATSAKANYAN","ARM","2002-08-15","11461","Diana","PISKOVETS","RUS","2002-08-15","11461",0,0,1,0,NULL,"1","46003"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","BR2","SAMWADT80O","7282","Olga","MIKHEEVA","RUS","2002-09-21","3002","Bianca","PRODAN","ROU","2002-09-21","7282",2,0,0,0,"2",NULL,"300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","BR2","SAMWADT50","3062","Anamaria","VLADU","ROU","2003-12-18","516","Mariia","BUIOK","UKR","2003-12-18","516",0,1,6,0,NULL,"2-4","300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","SFL","CSMMADT71","11450","Ibragim","KORTOEV","RUS","2003-12-24","4765","Maksym","DUDIAK","UKR","2003-12-24","11450",0,0,0,1,NULL,NULL,"300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","BR1","SAMWADT50","7881","Kanyshai","AMANKULOVA","KGZ","2003-02-16","8821","Maria Amyulina","GUEDEZ","RST","2003-02-16","8821",0,0,2,1,NULL,"2","224335"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","BR1","SAMWADT80O","4147","Katsiaryna","KALIUZHNAYA","ROU","1992-04-23","1953","Valeryia","LIUYUDZIAN (KHRUSHCHOVA)","BLR","1992-04-23","4147",6,1,0,3,"4",NULL,"300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","FNL","SAMWADT80O","3506","Albina","CHOLOMBITKO","RUS","2000-11-19","803","Anastasiia","KOMOVYCH","UKR","2000-11-19","803",0,1,6,1,NULL,"1-1-4","300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","SFL","SAMWADT72","3040","Anastasia","FILIPPOVICH","RUS","1993-07-15","4698","Nataliya","SMAL","UKR","1993-07-15","3040",0,0,1,0,NULL,"1","101706"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","SFL","CSMMADT58","7731","Valera","ERGALOV","RUS","1994-01-14","5204","Hamlet","SUKIASYAN","ARM","1994-01-14","7731",4,0,0,1,"2-2",NULL,"300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","FNL","SAMWADT65","513","Anastasiya","SHEVCHENKO","UKR","1993-06-21","3347","Diana","TULUNZHY","UKR","1993-06-21","513",1,0,0,0,"1",NULL,"68816"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","SFL","SAMWADT65","4936","Miraida","MEDETBEK KYZY","KGZ","2000-06-23","513","Anastasiya","SHEVCHENKO","UKR","2000-06-23","513",0,1,2,0,NULL,"2","300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","SFL","SAMWADT72","3017","Volha","MALEIKA","ROU","1991-06-30","10892","Daria","KAZANTSEVA","RUS","1991-06-30","10892",1,2,3,1,"1","1-1","300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","BR1","SAMWADT59","611","Valeria","BIRIUCHENKO","UKR","2002-02-17","1674","Khrystyna","BONDAR","ROU","2002-02-17","611",3,3,2,0,"1-2",NULL,"300000"
"World SAMBO Cup Armenia","ARM","2024-04-04","2024-04-05","SFL","CSMMADT58","5624","Vladimir","LAMANOV","RUS","1992-11-20","11472","Narek","GOGINYAN","ARM","1992-11-20","5624",4,2,1,1,"4",NULL,"300000"
