"tournament_name","tournament_country_code","date_start","date_end","round_code","category_code","red_id","red_first_name","red_last_name","red_nationality_code","red_birth_date","blue_id","blue_first_name","blue_last_name","blue_nationality_code","blue_birth_date","winner_athlete_id","red_score","red_penalties","blue_score","blue_penalties","red_score_order","blue_score_order","fight_time"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","SAMMYUT58","8420","Artsiom","LEANOVICH","BLR","2008-06-17","8484","Narek","SIMONYAN","ARM","2008-06-17","8420",2,0,0,1,"2",NULL,"230500"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","FNL","CSMMJUN98O","15935","Kirill","NIKIFOROV","RUS","2007-12-24","15838","Ivan","TRACHUK","UKR","2007-12-24","15935",8,0,0,2,"2-1-1-2-1",NULL,"224328"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","FNL","SAMMJUN64","15768","Iakob","GASITASHVILI","GEO","2006-12-30","15230","Georgii","KROTOV","RUS","2006-12-30","15230",0,0,5,0,NULL,"1-4","71328"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","BR1","SAMWJUN54","8393","Despoina","PAPADOPOULOU","GRE","2008-09-06","9083","Ruslana","SHOBA","BLR","2008-09-06","9083",0,0,3,0,NULL,"2-1","201497"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","FNL","SAMMJUN79","8515","Ivan","SIAMIONAU","BLR","2006-10-15","15948","Artem","NUGAEV","RUS","2006-10-15","15948",0,0,1,0,NULL,"1","120894"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","FNL","SAMWJUN65","8406","Emili","APOSTOLOVA","BUL","2007-07-06","15784","Nika","MARKULIN","CRO","2007-07-06","8406",8,0,2,0,"4-4","2","107403"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","BR1","SAMMJUN79","15732","Edward","BROOKER","GBR","2008-02-18","11745","Levon","VANOYAN","ARM","2008-02-18","11745",0,1,0,0,NULL,NULL,"45258"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","FNL","SAMWJUN54","14462","Anna","KANDRASHINA","RUS","2006-06-29","15911","Josefine Isabel","WIDMANN","GER","2006-06-29","14462",0,0,0,0,NULL,NULL,"47839"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","BR2","SAMWJUN54","13842","Anastasia","SHLOMKA","UKR","2007-02-22","8548","Yulya","MARTIROSYAN","ARM","2007-02-22","13842",4,0,0,0,"4",NULL,"38752"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","SAMMJUN98","15659","Tunjay","SHAMIL","AZE","2006-10-16","11692","Relja","RODIC","SRB","2006-10-16","15659",5,0,0,0,"4-1",NULL,"300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","SAMWJUN54","9083","Ruslana","SHOBA","BLR","2008-06-04","14462","Anna","KANDRASHINA","RUS","2008-06-04","14462",2,0,3,0,"2","1-2","300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","RP1","SAMMJUN64","15983","Jurgis","PUODZIUKYNAS","LTU","2007-09-04","10697","Ziyaddin","ZEYNALLI","AZE","2007-09-04","10697",0,0,1,0,NULL,"1","300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","SAMMJUN79","11745","Levon","VANOYAN","ARM","2006-02-14","8515","Ivan","SIAMIONAU","BLR","2006-02-14","8515",1,0,1,2,NULL,"1","300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","SAMWJUN80","15268","Lorenna","HRANILOVIC","CRO","2006-10-06","15806","Iryna","NAHORIANSKA","UKR","2006-10-06","15268",8,2,3,1,"1-4-2-1","1-1","300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","CSMMJUN88","15930","Artem","MARKOV","RUS","2006-10-21","15989","Gazi","HATTAB","TUR","2006-10-21","15930",8,0,0,0,"2-4-2",NULL,"112245"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","SAMMJUN98","15668","Veaceslav","VATAMANIUC","MDA","2006-12-14","15205","Yigit","ALTUN","TUR","2006-12-14","15205",1,2,10,2,NULL,"1-4-4","292237"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","CSMMJUN88","15874","Volodymyr","SHEVCHUK","UKR","2007-07-31","11614","Matas","JAUGELIS","LTU","2007-07-31","15874",1,1,0,0,"1",NULL,"106339"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","RP1","SAMWJUN54","8093","Irina","FLOREA","MDA","2007-10-05","13842","Anastasia","SHLOMKA","UKR","2007-10-05","13842",0,1,4,1,NULL,"4","222130"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","BR1","SAMMJUN64","10697","Ziyaddin","ZEYNALLI","AZE","2007-10-19","8260","Uladzislau","KUZNIATSOU","BLR","2007-10-19","8260",0,1,0,0,NULL,NULL,"210378"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","SAMWJUN65","8327","Nasiba","ISMOILOVA","RUS","2006-01-29","15784","Nika","MARKULIN","CRO","2006-01-29","15784",1,0,2,0,"1","1-1","300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","CSMMJUN71","15228","Pavlo","NAPALKOV","UKR","2007-09-20","16001","David","KUDIAKOV","RUS","2007-09-20","16001",0,1,0,0,NULL,NULL,"300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMMJUN79","14509","Adam","BARANCHICK","ISR","2007-10-12","11595","Volodymyr","SVIDRAK","UKR","2007-10-12","11595",0,0,8,0,NULL,"4-4","33957"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","CSMMJUN58","15394","Mirza","TSIKHELASHVILI","GEO","2006-06-30","15922","Danila","KALKIN","RUS","2006-06-30","15922",1,0,0,0,"1",NULL,"63553"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMMJUN79","15892","Sergej","KOVACEVIC","SRB","2007-01-12","11745","Levon","VANOYAN","ARM","2007-01-12","11745",3,1,4,2,"1-1","4","300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","SAMWJUN54","15911","Josefine Isabel","WIDMANN","GER","2008-08-29","8548","Yulya","MARTIROSYAN","ARM","2008-08-29","15911",10,3,7,0,"1-4-4-1","2-1-2","300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","CSMMJUN98O","15829","Stiliyan","VIDOLOV","BUL","2006-01-12","15935","Kirill","NIKIFOROV","RUS","2006-01-12","15935",1,0,12,2,NULL,"4-4-4","87453"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","CSMMJUN71","15962","Armen","ADAMYAN","ARM","2006-08-18","11555","Niko","SANDRK","CRO","2006-08-18","15962",6,1,4,3,"1-1-2","1-2-1","255236"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","BR2","SAMMJUN64","12776","Alexandros","POLYCHRONIDIS","GRE","2008-06-30","8553","Mihran","SLOYAN","ARM","2008-06-30","12776",2,1,0,0,"1-1",NULL,"300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMMJUN64","15665","Vasile","SOLOTCHI","MDA","2007-07-02","8553","Mihran","SLOYAN","ARM","2007-07-02","8553",0,0,9,0,NULL,"4-1-4","231711"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","SAMMJUN79","11595","Volodymyr","SVIDRAK","UKR","2006-02-26","15948","Artem","NUGAEV","RUS","2006-02-26","15948",2,0,1,1,"2","1","181015"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMWJUN80","12030","Ekaterina","FADEEVA","RUS","2007-06-03","15647","Liuba","BIRCA","MDA","2007-06-03","12030",8,0,0,0,"2-4-2",NULL,"61685"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMMJUN64","15768","Iakob","GASITASHVILI","GEO","2006-12-30","10697","Ziyaddin","ZEYNALLI","AZE","2006-12-30","15768",3,0,1,0,"1-1-1","1","300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","BR2","SAMWJUN65","12740","Jana","KNEZEVIC","SRB","2008-10-29","8327","Nasiba","ISMOILOVA","RUS","2008-10-29","8327",0,0,1,0,NULL,"1","150154"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMWJUN65","14392","Mari","CHICHVEISHVILI","GEO","2007-11-11","8406","Emili","APOSTOLOVA","BUL","2007-11-11","8406",0,0,9,0,NULL,"1-4-4","143159"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","SAMWJUN65","8406","Emili","APOSTOLOVA","BUL","2007-07-06","15649","Yuliia","DZYDZ","UKR","2007-07-06","8406",1,0,0,0,"1",NULL,"300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","R16","SAMWJUN54","15911","Josefine Isabel","WIDMANN","GER","2008-08-29","8093","Irina","FLOREA","MDA","2008-08-29","15911",3,0,1,0,"1-2","1","300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","R16","SAMMJUN98","14488","Apti","UTSIEV","RUS","2008-02-26","15886","Artem","KOLOTOV","UKR","2008-02-26","14488",9,0,0,0,"4-2-1-2",NULL,"242722"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","R16","SAMMJUN64","9506","Johny","HAVKIN","ISR","2007-09-25","15753","Beer","KUIPERS","NED","2007-09-25","9506",9,0,0,0,"1-4-4",NULL,"57517"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","FNL","SAMMJUN98O","8429","Artsiom","KOUTSIUKH","BLR","2008-01-01","15936","Timofei","LISITSYN","RUS","2008-01-01","15936",0,1,8,0,NULL,"4-2-2","201293"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","FNL","SAMWJUN80O","15274","Mariami","GABITASHVILI","GEO","2007-11-27","8325","Valeriia","NIZHEGORODOVA","RUS","2007-11-27","8325",0,0,9,0,NULL,"4-2-1-2","64754"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","FNL","CSMMJUN98","15924","Dmitrii","LIPATOV","RUS","2006-01-13","9482","Aren","HARUTYUNYAN","ARM","2006-01-13","15924",0,0,0,1,NULL,NULL,"64925"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","FNL","SAMMJUN71","11444","Mikayil","AMIROV","AZE","2007-12-10","8525","Mher","OHANYAN","ARM","2007-12-10","8525",0,2,1,1,NULL,NULL,"300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","FNL","SAMWJUN59","14379","Mariam","SITCHINAVA","GEO","2006-08-29","8412","Vera","MINCHENIA","BLR","2006-08-29","14379",7,0,0,0,"1-2-4",NULL,"300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","FNL","CSMMJUN64","13111","Mikayel","TUMASYAN","ARM","2006-04-02","15934","Nurmagomed","MAGOMEDOV","RUS","2006-04-02","15934",4,0,0,0,"4",NULL,"217071"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","FNL","SAMMJUN58","13907","Eljan","ALAKBAROV","AZE","2007-08-27","11742","Aleks","KHACHATRYAN","ARM","2007-08-27","11742",0,1,0,0,NULL,NULL,"300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","FNL","SAMWJUN50","9297","Alina","MELKOZEROVA","RUS","2006-10-19","7575","Denitsa","GEORGIEVA","BUL","2006-10-19","9297",0,0,0,1,NULL,NULL,"300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","BR1","SAMWJUN65","14392","Mari","CHICHVEISHVILI","GEO","2007-11-11","15649","Yuliia","DZYDZ","UKR","2007-11-11","15649",1,1,9,0,"1","2-4-1-2","194133"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","FNL","SAMWJUN80","15268","Lorenna","HRANILOVIC","CRO","2006-10-06","12030","Ekaterina","FADEEVA","RUS","2006-10-06","12030",0,0,9,0,NULL,"1-2-4-2","226507"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","BR2","SAMMJUN79","11866","Beka","TURMANIDZE","GEO","2006-12-26","11595","Volodymyr","SVIDRAK","UKR","2006-12-26","11866",0,0,0,0,NULL,NULL,"0"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","BR1","SAMMJUN98","14488","Apti","UTSIEV","RUS","2008-02-26","11692","Relja","RODIC","SRB","2008-02-26","14488",3,0,0,0,"1-2",NULL,"81169"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","BR2","SAMWJUN80","15647","Liuba","BIRCA","MDA","2008-03-09","11425","Emma","BEYSIM","BUL","2008-03-09","11425",0,1,5,1,NULL,"1-4","300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","SAMWJUN80","11425","Emma","BEYSIM","BUL","2006-01-18","12030","Ekaterina","FADEEVA","RUS","2006-01-18","12030",0,0,6,0,NULL,"2-4","111236"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","RP1","SAMMJUN79","9138","Sadig","NADIROV","AZE","2007-10-11","11866","Beka","TURMANIDZE","GEO","2007-10-11","11866",0,0,6,0,NULL,"1-4-1","300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","SAMMJUN64","8553","Mihran","SLOYAN","ARM","2006-12-30","15230","Georgii","KROTOV","RUS","2006-12-30","15230",0,0,5,0,NULL,"1-4","140039"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","BR2","SAMMJUN98","15699","Miraslau","CHURYLA","BLR","2007-06-16","15668","Veaceslav","VATAMANIUC","MDA","2007-06-16","15699",10,0,0,3,"4-4",NULL,"278826"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMMJUN79","15948","Artem","NUGAEV","RUS","2008-02-05","11866","Beka","TURMANIDZE","GEO","2008-02-05","15948",3,0,0,0,"2-1",NULL,"227784"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","FNL","CSMMJUN58","15922","Danila","KALKIN","RUS","2006-09-25","15963","Gagik","GRIGORYAN","ARM","2006-09-25","15922",0,0,0,0,NULL,NULL,"51459"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMMJUN79","15732","Edward","BROOKER","GBR","2008-02-18","8515","Ivan","SIAMIONAU","BLR","2008-02-18","8515",0,2,7,0,NULL,"4-2","73835"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","CSMMJUN98O","15783","Marin","ZORIC","CRO","2007-03-10","15838","Ivan","TRACHUK","UKR","2007-03-10","15838",0,1,9,0,NULL,"1-4-4","79029"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","FNL","CSMMJUN88","15874","Volodymyr","SHEVCHUK","UKR","2007-07-31","15930","Artem","MARKOV","RUS","2007-07-31","15930",0,1,6,0,NULL,"2-4","300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMMJUN64","12776","Alexandros","POLYCHRONIDIS","GRE","2008-06-30","15230","Georgii","KROTOV","RUS","2008-06-30","15230",1,0,5,2,NULL,"2-1-1-1","287165"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","CSMMJUN58","15213","Ahmet","BAHRI","TUR","2008-03-12","15963","Gagik","GRIGORYAN","ARM","2008-03-12","15963",1,3,9,1,"1","2-2-1-1-1","158333"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","FNL","CSMMJUN71","16001","David","KUDIAKOV","RUS","2008-01-20","15962","Armen","ADAMYAN","ARM","2008-01-20","16001",0,0,0,0,NULL,NULL,"142806"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMWJUN65","12740","Jana","KNEZEVIC","SRB","2008-10-29","15784","Nika","MARKULIN","CRO","2008-10-29","15784",0,2,4,1,NULL,"2-1","300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMWJUN80","15806","Iryna","NAHORIANSKA","UKR","2006-07-24","8426","Maryana","ZHUKAVETS","BLR","2006-07-24","15806",8,0,0,0,"4-4",NULL,"105410"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMMJUN64","9506","Johny","HAVKIN","ISR","2007-09-25","8260","Uladzislau","KUZNIATSOU","BLR","2007-09-25","8260",1,0,2,1,"1","1-1","300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMWJUN65","8327","Nasiba","ISMOILOVA","RUS","2006-01-29","9244","Luise","MATTISSECK","GER","2006-01-29","8327",1,1,1,1,"1","1","300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","SAMMJUN64","8260","Uladzislau","KUZNIATSOU","BLR","2006-01-26","15768","Iakob","GASITASHVILI","GEO","2006-01-26","15768",4,2,10,0,"1-2-1","2-4-1-1-1","300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","R16","SAMMJUN79","9138","Sadig","NADIROV","AZE","2007-10-11","15948","Artem","NUGAEV","RUS","2007-10-11","15948",0,0,7,0,NULL,"1-4-2","171654"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMMJUN98","11692","Relja","RODIC","SRB","2006-02-05","8592","Luka","SHVANGIRADZE","GEO","2006-02-05","11692",4,1,2,3,"2","1-1","300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMWJUN65","15649","Yuliia","DZYDZ","UKR","2007-02-11","8398","Krystsina","YAUSIUK","BLR","2007-02-11","15649",6,1,6,0,"2-2-2","1-2-1-2","300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","R16","SAMMJUN79","11595","Volodymyr","SVIDRAK","UKR","2006-02-26","15982","Tautvydas","DIDZIOKAS","LTU","2006-02-26","11595",11,0,0,0,"1-2-1-1-2-4",NULL,"203611"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","R16","SAMMJUN79","14509","Adam","BARANCHICK","ISR","2007-10-12","9084","Bart","SCHOLTEN","NED","2007-10-12","14509",12,0,1,1,"2-4-2-4","1","120461"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","CSMMJUN88","15874","Volodymyr","SHEVCHUK","UKR","2007-07-31","10651","Boris","IVANOV","BUL","2007-07-31","15874",2,0,0,0,"2",NULL,"51393"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","CSMMJUN71","15605","Alexej","SCHUR","GER","2008-06-19","11555","Niko","SANDRK","CRO","2008-06-19","11555",0,0,8,0,NULL,"2-4-2","36773"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","CSMMJUN88","15989","Gazi","HATTAB","TUR","2007-01-01","15961","Artyom","HOVAKIMYAN","ARM","2007-01-01","15989",13,2,2,3,"1-2-4-4","1","216127"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","CSMMJUN71","12744","Hevesi","ANDRIJA","SRB","2006-10-30","15962","Armen","ADAMYAN","ARM","2006-10-30","15962",0,2,8,0,NULL,"2-1-4","164631"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMMJUN98","15205","Yigit","ALTUN","TUR","2007-11-29","15699","Miraslau","CHURYLA","BLR","2007-11-29","15205",4,1,3,0,"1-1-2","1-1-1","300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","CSMMJUN71","16001","David","KUDIAKOV","RUS","2008-01-20","15734","Oscar","ROCHE","GBR","2008-01-20","16001",11,0,0,2,"4-2-4",NULL,"129132"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMMJUN98","15668","Veaceslav","VATAMANIUC","MDA","2006-12-14","15965","Tigran","ALIZYAN","ARM","2006-12-14","15668",7,2,3,2,"4-2","2","300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","R16","SAMMJUN64","12776","Alexandros","POLYCHRONIDIS","GRE","2008-06-30","15894","Strahinja","BIROVLJEV","SRB","2008-06-30","12776",8,0,0,1,"4-2-2",NULL,"150146"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","CSMMJUN71","15885","Giorgi","MARGIANI","GEO","2007-11-19","15228","Pavlo","NAPALKOV","UKR","2007-11-19","15228",0,2,6,1,NULL,"1-4","300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","R16","SAMMJUN64","9332","Anton","BEITZEL","FRA","2006-06-15","15665","Vasile","SOLOTCHI","MDA","2006-06-15","15665",0,0,8,1,NULL,"2-4-2","176370"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","R16","SAMMJUN79","5523","Illarions","BASMAKOVS","LAT","2007-03-09","15892","Sergej","KOVACEVIC","SRB","2007-03-09","15892",1,0,8,0,"1","1-4-2-1","300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMMJUN98","14488","Apti","UTSIEV","RUS","2008-02-26","15659","Tunjay","SHAMIL","AZE","2008-02-26","15659",3,1,4,3,"1","1-1-2","300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","R16","SAMMJUN64","15768","Iakob","GASITASHVILI","GEO","2006-12-30","15983","Jurgis","PUODZIUKYNAS","LTU","2006-12-30","15768",5,0,0,0,"4-1",NULL,"68019"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","CSMMJUN58","15800","Ihor","PAZIUK","UKR","2006-09-13","15394","Mirza","TSIKHELASHVILI","GEO","2006-09-13","15394",0,0,8,1,NULL,"4-2-2","109708"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMWJUN54","8548","Yulya","MARTIROSYAN","ARM","2007-03-31","11638","Arune","SLEFENDORAITE","LTU","2007-03-31","8548",3,0,2,0,"2-1","1-1","219454"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMWJUN54","15911","Josefine Isabel","WIDMANN","GER","2008-08-29","13842","Anastasia","SHLOMKA","UKR","2008-08-29","15911",1,1,1,0,"1","1","300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMWJUN54","8393","Despoina","PAPADOPOULOU","GRE","2008-09-06","14462","Anna","KANDRASHINA","RUS","2008-09-06","14462",0,0,0,0,NULL,NULL,"48073"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","FNL","SAMWJUN72","11723","Syuzanna","MANUKYAN","ARM","2007-11-02","8409","Darya","NAVITSKAYA","BLR","2007-11-02","8409",0,1,8,0,NULL,"4-4","228939"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMWJUN54","9083","Ruslana","SHOBA","BLR","2008-06-04","15209","Necla","SEKER","TUR","2008-06-04","9083",10,0,0,0,"2-1-1-2-4",NULL,"89942"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","SAMWJUN59","11549","Nala","JURAS","CRO","2008-09-27","14379","Mariam","SITCHINAVA","GEO","2008-09-27","14379",0,1,8,0,NULL,"2-2-4","208121"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","CSMMJUN98","15924","Dmitrii","LIPATOV","RUS","2006-01-13","11838","Yevhen","MAKAROV","UKR","2006-01-13","15924",0,0,0,0,NULL,NULL,"103413"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","BR2","SAMMJUN71","8096","Pavel","CUIUJUCLU","MDA","2006-08-17","15937","Egor","MIKHEEV","RUS","2006-08-17","15937",0,1,0,0,NULL,NULL,"78274"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","SAMWJUN72","13846","Sofija","PONOMARJOVA","LAT","2006-03-03","8409","Darya","NAVITSKAYA","BLR","2006-03-03","8409",0,1,0,0,NULL,NULL,"300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMMJUN88","7843","Artyom","BAGDASARYAN","ISR","2006-07-24","15931","Aleksandr","MOROZOV","RUS","2006-07-24","15931",0,0,0,0,NULL,NULL,"139579"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","CSMMJUN79","15769","Vakhtangi","SHUGLADZE","GEO","2007-09-01","15217","Vadis","HAMBARDZUMYAN","ARM","2007-09-01","15217",4,1,15,0,"4","4-2-2-2-1-4","243315"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","SAMWJUN72","12823","Anastasia","YEROMINA","UKR","2007-07-14","11723","Syuzanna","MANUKYAN","ARM","2007-07-14","11723",2,1,4,0,"1-1","4","300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","SAMWJUN50","8017","Sonja","BOGDANOVIC","SRB","2006-12-31","7575","Denitsa","GEORGIEVA","BUL","2006-12-31","7575",0,0,8,0,NULL,"1-2-2-2-1","259896"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMMJUN71","15937","Egor","MIKHEEV","RUS","2007-01-17","14144","Mahamed","AKHMADAU","BLR","2007-01-17","15937",0,1,0,1,NULL,NULL,"231895"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","CSMMJUN79","15803","Ivor","BUKLJAS SKOCIBUSIC","CRO","2007-08-24","15923","Egor","KALININ","RUS","2007-08-24","15923",0,1,4,0,NULL,"4","29252"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","BR1","SAMMJUN58","13103","Arsenii","DEVIATOV","RUS","2006-06-27","11893","Gebrail","DAKAYEV","FRA","2006-06-27","13103",2,0,0,0,"2",NULL,"88908"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","BR1","SAMWJUN80O","11748","Gabriele","DOLGOVAITE","LTU","2006-07-20","14261","Teodora","DJORDJEVIC","SRB","2006-07-20","14261",0,3,3,0,NULL,"1","126955"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","BR2","SAMWJUN72","9521","Eleni","TAXIDOU","GRE","2008-12-23","13846","Sofija","PONOMARJOVA","LAT","2008-12-23","9521",9,1,0,0,"2-4-1-2",NULL,"267522"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMMJUN71","9181","Spartak","KEKOV","BUL","2006-08-12","15214","Arda","KOKLU","TUR","2006-08-12","9181",9,0,0,1,"1-4-4",NULL,"102307"
